"age","sleep","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
37,"nosleep",0.27,8.16,33.81,32.77,2.67,0.29,6.8,-0.61
39,"nosleep",0.51,20.22,32.85,32.07,121.21,0.96,87.51,-0.18
35,"nosleep",0.33,16.12,31.44,30.46,30.82,0.77,36.22,-0.53
32,"sleep",0.16,9.56,32.51,31.67,0.98,0.58,1.61,-0.15
39,"sleep",0.17,3.19,34.58,33.72,3.91,-0.18,7.03,-0.9
39,"sleep",0.41,6.56,30.99,30.06,6.93,0.12,8.87,-0.93
32,"sleep",0.17,12.07,31.83,31.93,0.81,-0.21,0.65,0.87
36,"sleep",0.64,3.47,31.65,32.56,0.13,0.12,1.79,-0.32
36,"nosleep",0.73,21.77,28.76,30.22,69.63,0.84,91.54,-0.41
30,"nosleep",0.28,13.18,31.38,31.38,0.22,-0.22,0.05,0.27
37,"nosleep",0.52,13.37,30.94,32.69,122.66,0.89,178.19,-0.25
34,"nosleep",0.2,11.25,31.3,30.43,7.06,0.82,7.05,-0.54
39,"sleep",0.2,1.3,34.2,33.85,1.2,-0.31,7.78,0.21
37,"sleep",0.54,17.81,29.88,30.8,12.54,0.37,1.25,-0.77
34,"nosleep",0.32,-2.51,32.91,31.99,17.33,0.89,13.79,0
37,"nosleep",0.53,16.51,29.47,31.18,59.13,0.9,80.17,-0.08
37,"sleep",0.43,13.56,29.24,30.71,0.46,0.47,0.27,-0.67
32,"sleep",0.28,-2.7,33.15,32.18,0.08,-0.32,0.02,-0.83
37,"sleep",0.6,4.39,32.22,33.27,0.85,0.1,0.84,-0.83
24,"nosleep",1.21,6.08,31.65,31.51,39.87,0.73,39.97,-0.58
32,"sleep",0.08,13.51,30.98,29.74,1.69,0.54,1.33,-0.12
24,"sleep",0.07,12.11,29.22,28.28,1.85,0.01,1.48,-0.83
37,"nosleep",0.34,10.28,30.34,31.77,232.99,0.87,163.95,-0.41
39,"nosleep",0.49,88.75,21.85,23.94,826.12,0.8,419.16,-0.38
32,"nosleep",0.07,18.53,29.58,28.8,58.63,0.55,71.16,-0.76
32,"sleep",0.17,13.13,33.68,33.54,0.07,-0.22,0,0.81
31,"nosleep",0.55,23.84,30.98,29.82,5.57,0.63,11.18,-0.62
37,"nosleep",0.58,8.69,32.41,34.12,10.81,0.43,23.47,-0.54
37,"sleep",0.28,6.27,28.95,29.57,1.82,0.03,1.92,-0.58
30,"sleep",0.6,4.54,32.34,31.81,0,-0.12,0,-0.97
34,"nosleep",0.15,21.77,30.09,29.19,9.12,0.75,8.51,-0.64
31,"nosleep",0.28,30.69,31.48,30,61.89,0.85,93.26,-0.45
39,"nosleep",2.45,18.19,32.55,31.96,180.72,0.12,223.95,-0.24
37,"nosleep",0.58,7.82,32.1,33.03,0.97,0.88,3.85,-0.26
37,"sleep",0.36,8.83,29.05,29.22,0.95,0.2,1.57,-0.14
24,"nosleep",0.19,32.77,27.72,26.92,19.13,0.46,18,0.03
34,"nosleep",3.15,2.41,32.11,30.72,57.47,0.13,47.48,0.07
39,"sleep",0.1,20.41,30.86,29.13,6.86,0.14,10.26,-0.72
39,"sleep",0.51,2.7,34.24,33.19,3.38,-0.2,3.49,-0.44
34,"nosleep",0.2,25.1,28.67,27.35,3.24,1.15,3.18,-0.12
39,"sleep",0.16,24.61,31.4,30.82,12.77,-0.4,13.12,-0.34
24,"sleep",0.13,2.75,33.53,32.82,0.68,0.05,0.02,-0.17
34,"nosleep",0.81,14.82,31.39,30.09,23.05,0.8,25.25,-0.42
36,"sleep",0.48,12.74,28.35,28.76,1.38,0.01,2.04,-1.01
31,"nosleep",0.46,17.86,30.65,29.98,34.33,0.84,48.87,-0.57
38,"sleep",0.26,14.33,30.55,29.69,1.59,-0.5,3.75,0.9
35,"nosleep",0.42,16.94,30.85,29.52,1.61,0.74,3.75,-0.52
34,"nosleep",0.28,11.2,29.89,27.61,65.78,1.04,45.5,-0.31
35,"nosleep",1.98,48.5,32.01,30.92,487.33,0.9,331.47,-0.33
32,"sleep",0.2,13.13,32.63,31.97,0.27,0.62,0.27,-0.62
39,"sleep",0.59,4.01,34.27,33.72,15.38,0.36,16.98,-0.69
36,"sleep",0.47,15.97,30,31.31,0.27,0.34,1.71,-0.51
39,"nosleep",0.61,24.32,35.02,34.91,875.45,0.8,424.63,-0.58
24,"sleep",0.61,13.51,33.78,33.79,54.69,0.05,56.3,0.21
30,"sleep",0.35,5.89,30.29,29.3,0,0.41,0.04,-0.9
39,"sleep",0.19,2.27,34.15,33.45,1.05,-0.31,3.44,0.18
32,"sleep",0.08,9.02,33.48,32.46,0,0.41,0,-0.19
31,"nosleep",0.41,17.76,29.67,28.77,19.09,0.93,40.51,-0.4
32,"sleep",0.28,9.27,32.94,32.73,1.41,0.07,1.84,-0.66
31,"sleep",0.34,6.42,31.6,30.67,24.4,-0.01,39.76,0.68
31,"nosleep",0.21,17.62,29.67,27.95,5.41,0.81,5.32,-0.05
37,"sleep",0.34,10.67,31.31,30.62,0.1,-0.12,0.35,0.02
38,"sleep",0.22,14.72,29.93,29.27,0.48,0.32,3.01,0.08
37,"sleep",0.39,5.45,32.28,31.41,0,-0.13,0.46,-0.51
34,"nosleep",0.3,13.9,32.11,31.29,131.97,0.98,106.58,-0.28
39,"nosleep",0.22,93.53,25.59,28.56,882.86,0.79,473.46,-0.38
34,"nosleep",0.17,21.86,31.91,30.53,17.22,0.9,24.35,-0.02
39,"nosleep",0.36,25.53,33.04,33.36,549.88,0.85,420.19,-0.51
39,"nosleep",0.67,46.67,32.47,33.99,579.97,0.8,362.27,-0.53
37,"sleep",0.69,29.44,26.7,28.99,0.38,0.17,0.94,0.19
30,"sleep",0.17,8.78,32.1,31.04,91.61,-0.13,115.69,-0.36
37,"sleep",0.36,5.16,30.84,31.73,10.91,-0.08,0.23,-0.72
32,"sleep",0.19,10.62,31.98,31.88,0.95,-0.16,2.95,-0.25
39,"nosleep",1.23,16.6,30.97,29.9,116.82,0.69,153.63,-0.05
43,"sleep",2.23,26.5,30,29.78,44.81,0.77,17.57,0.42
38,"sleep",0.33,6.52,32.6,31.74,0.2,-0.48,0.07,-0.89
34,"nosleep",0.47,5.84,31.51,30.74,10.6,0.8,12.66,-0.62
30,"sleep",0.35,2.17,32,31.04,0.02,-0.29,0,-0.04
39,"sleep",0.14,1.98,34.48,34.2,2.07,-0.26,8.65,0.26
37,"nosleep",0.18,11.92,31.61,30.85,61.03,-0.03,59.79,-0.42
35,"nosleep",0.43,9.31,31.83,30.56,43.44,1.09,35.21,-0.26
37,"nosleep",0.58,9.94,30.09,31.56,95.07,0.76,128.35,-0.51
38,"nosleep",5.31,38.17,30.66,30,35.22,0.84,23.33,-0.32
32,"sleep",0.15,11.1,31.9,30.65,6.27,0.42,7.79,-0.17
34,"nosleep",0.23,3.67,30.14,27.85,82.36,0.89,45.08,-0.28
36,"sleep",0.39,5.55,28.59,29.23,1.29,-0.11,0.44,-0.97
31,"nosleep",0.32,21.91,32.15,31.09,6.89,0.44,10.56,-0.39
37,"nosleep",0.2,11.2,28.94,28.15,14.67,0.8,21.58,-0.52
34,"sleep",0.09,-5.65,32.46,30.23,3.62,0.06,5.07,0.2
32,"nosleep",0.05,16.36,32.29,31.79,4.27,0.44,8.46,-0.88
35,"nosleep",0.84,20.75,31.8,30.57,156.42,1.02,77.81,-0.25
35,"nosleep",0.34,13.71,31.02,29.96,35.71,0.95,39.64,-0.5
39,"nosleep",0.23,9.31,31.98,31.44,93.75,-0.08,122.5,-0.83
34,"nosleep",0.36,13.9,31.89,30.59,92.58,0.79,68.73,-0.18
39,"nosleep",0.43,18.63,31.32,30.49,166.88,0.95,118.84,-0.11
35,"nosleep",0.43,13.51,31.92,31.1,1.75,0.78,3.22,-0.52
32,"sleep",0.04,13.47,32.9,31.35,0.02,0.53,0,0.09
34,"nosleep",0.25,10.23,30.31,28.88,61.94,1,31.12,-0.16
37,"nosleep",0.46,5.21,32.19,33.4,31.79,0.93,30.75,-0.1
39,"sleep",0.16,2.41,34.17,34.08,2.69,-0.3,4.04,0.6
39,"nosleep",0.23,8.25,31.73,30.93,63.98,0.48,113.24,-0.63
31,"nosleep",0.03,19.88,29.98,28.58,7.58,0.56,10.19,-0.36
35,"nosleep",0.2,6.08,31.08,29.45,54.87,0.02,46.96,-0.27
39,"sleep",0.66,-1.93,34.41,33.17,21.23,-0.23,21.89,0.54
37,"sleep",0.53,11.82,30.57,31.44,8.64,-0.78,1.87,0.65
32,"sleep",0.08,8.01,33.61,32.78,0.07,0.42,0,-0.22
32,"nosleep",0.16,19.84,32.82,31.75,2.81,0.5,3.44,-0.82
37,"sleep",0.47,6.85,29.98,30.67,0.38,-0.18,2.44,-0.39
37,"nosleep",0.43,24.81,30.04,29.2,46.74,0.83,36.64,-0.35
38,"nosleep",0.8,34.7,29.82,29.02,146.03,0.8,120.3,-0.28
38,"sleep",0.36,7,32.09,31.19,4.42,0.4,5.72,-0.48
34,"nosleep",0.48,19.74,33.27,32.07,33.03,1.03,35.27,-0.33
32,"sleep",0.14,6.52,33.26,32.56,1.28,-0.22,1.4,-0.54
24,"nosleep",0.12,30.02,26.55,26.2,117.35,0.75,126.84,-0.31
32,"nosleep",0.17,20.7,32.24,31.4,147.44,0.83,120.86,-0.32
30,"nosleep",0.3,15.44,30.93,29.56,11.62,0.96,24.66,-0.25
31,"sleep",2.11,13.75,29.63,29.08,0.51,-0.18,9.54,-0.26
37,"sleep",0.3,3.14,31.26,32.28,0.23,-0.06,14.67,-0.68
35,"nosleep",0.3,20.7,30.17,28.84,148.43,1.11,106.03,-0.2
37,"sleep",0.54,12.84,30.36,31.34,0.92,0.04,0.74,-1.04
31,"nosleep",0.27,16.17,31.63,30.45,20.52,0.92,30.06,-0.48
39,"nosleep",0.36,20.17,28.78,28.1,233.29,0.99,179.69,-0.07
30,"nosleep",0.35,2.32,32.89,32.08,0.86,-0.15,0.54,-0.23
34,"nosleep",0.37,19.59,30.72,29.46,15.35,0.91,14.57,-0.34
39,"sleep",0.18,7.43,33.86,32.61,7.72,0.05,10.45,-0.9
35,"nosleep",0.88,49.61,27.56,25.89,1453.1,0.89,1160.7,-0.43
37,"sleep",0.27,2.61,33.06,32.49,0.14,-0.22,0.32,0.34
39,"sleep",0.18,3.52,33.87,33.59,3.19,-0.27,3.29,0.6
38,"nosleep",0.35,16.84,30.57,29.38,19.67,0.88,5.94,-0.29
37,"sleep",0.39,6.18,32.6,31.7,0.06,0.32,0.3,-0.55
34,"sleep",0.25,1.64,31.76,30.58,0.02,-0.07,0.23,-0.66
31,"nosleep",0.68,19.98,32.27,31.46,2.08,0.78,5.6,-0.64
32,"sleep",0.34,3.43,33.28,31.61,0.73,0.36,0.63,-0.83
37,"sleep",0.42,20.08,27.78,29.18,125.47,0.77,137.07,-0.37
24,"sleep",0.16,4.1,32.63,32.12,10.49,-0.16,8.99,-1.02
24,"sleep",0.12,14.48,31.57,31.02,0.51,0.83,0.67,-0.19
24,"sleep",0.05,13.71,30.61,30.26,2.35,0.02,2.02,-0.85
37,"sleep",0.59,27.51,25.18,27.51,0.41,0.35,4.31,0.16
24,"sleep",0.54,-1.06,34.15,33.85,0.03,0.04,0.19,-1.04
43,"nosleep",0.23,18.44,31.38,30.47,200.48,0.89,55.29,0.41
39,"nosleep",1.03,43.77,28.66,28.37,414.42,0.86,290.48,-0.48
37,"sleep",0.31,2.46,33.28,32.87,0.39,-0.15,0.11,-0.02
30,"nosleep",0.27,18.24,31.32,30.44,68.78,0.65,70.35,-0.27
31,"nosleep",0.27,59.51,27.64,26.72,103.62,0.92,57.28,-0.25
37,"sleep",0.43,12.89,28.02,28.77,1.17,0.16,0.29,-0.91
30,"sleep",0.81,1.45,29.84,29.07,0.06,-0.2,0,-0.19
30,"nosleep",0.44,9.8,31.81,30.73,3.17,0.92,6.94,-0.25
36,"nosleep",0.39,20.99,29.26,30.29,111.61,0.89,76.88,-0.33
38,"sleep",0.33,13.8,31.42,30.38,0.19,0.12,0.53,-0.16
39,"sleep",0.23,-1.74,35.18,34.37,3.33,0.18,3.29,-0.87
37,"sleep",0.75,16.17,30.34,31.38,0.38,0.35,4.7,-0.56
30,"sleep",0.64,17.04,28.22,27.08,0,0.53,0.02,-0.37
24,"sleep",0.08,14.38,30.44,31.14,2.16,-0.57,1.45,0.73
24,"sleep",0.06,9.7,30.61,29.96,4.55,-0.01,3.67,-0.07
34,"nosleep",0.38,20.17,31.47,30.85,0.16,0.56,0.76,-0.72
37,"sleep",0.52,4.2,28.22,29.27,2.27,-0.08,1.7,-1.05
39,"sleep",0.16,2.7,32.84,32.05,1.89,-0.14,18.14,-0.35
32,"sleep",0.27,15.25,32.43,31.63,2.35,0.03,2.97,-0.51
34,"sleep",0.24,-4.92,33.14,31.3,0.76,0.21,0.18,-0.95
24,"nosleep",0.1,32.05,26.32,25.78,256.65,0.86,220.94,-0.35
30,"nosleep",0.28,11.39,30.54,29.71,85.33,0.83,95.33,-0.45
32,"nosleep",0.07,16.02,32.2,31.2,3.31,0.22,2.13,-0.58
38,"nosleep",0.2,18.58,29.48,28.13,0.04,0.91,0.09,-0.31
31,"nosleep",2.91,23.36,30.89,30.13,7.77,0.54,19.65,-0.35
35,"nosleep",0.2,11.2,31.83,30.8,20.28,0.67,29.62,-0.67
37,"sleep",0.74,16.89,30.08,31.12,0.38,0.35,4.64,-0.56
36,"nosleep",0.58,14.86,31.24,32.56,40.21,0.93,48,-0.28
24,"sleep",0.08,10.14,31.78,31.77,1.26,0.29,0.33,-0.37
39,"nosleep",0.47,15.01,32.48,32.22,91.12,0.59,85.38,-0.72
31,"sleep",0.36,10.47,30.28,28.85,2.1,0.36,2.13,0.81
31,"nosleep",0.43,17.04,31.15,29.86,14.47,0.65,21.23,-0.61
37,"nosleep",0.95,21.38,30.46,32.04,101.17,0.76,91.01,-0.41
31,"sleep",0.17,18.05,31.29,30.35,11.17,0.04,11.71,0.01
38,"nosleep",0.33,12.64,32.13,31.09,2.05,0.43,2.19,-0.33
37,"sleep",0.29,32,28.18,30.22,2.61,0.43,0.69,-0.42
37,"sleep",0.53,9.41,30.97,31.77,0.61,0.15,0.49,-0.55
38,"sleep",0.29,0.82,32.51,31.52,0.14,-0.13,0.16,0.31
37,"sleep",0.24,3.23,32.5,31.07,0.2,0.75,0.19,-0.49
31,"nosleep",1.46,23.84,31.19,30.48,0.76,0.56,2.26,-0.74
38,"sleep",0.36,6.03,32.53,31.69,0.26,-0.19,0.39,-0.08
38,"sleep",0,0,0,-273.15,11.5,0.07,13.29,-0.15
38,"sleep",0.2,4.73,31.89,30.95,0.38,0.52,0.71,-0.51
43,"sleep",5.41,31.61,32.56,31.91,0.02,-0.03,0.07,0.57
39,"sleep",0.2,18.24,32.4,31.77,1.95,-0.86,7.35,0.14
39,"sleep",0.14,2.75,34.05,33.34,2.94,-0.21,10.96,-0.12
32,"sleep",0.06,18,32.14,31.35,0.03,-0.61,0,0.85
32,"sleep",0.31,13.51,33.87,33.08,0.05,0.59,0.09,-0.38
37,"sleep",0.64,1.35,32.19,33.4,1.09,0.16,2.31,-0.68
31,"nosleep",0.22,26.35,28.52,26.97,4.06,0.56,11.83,-0.44
31,"nosleep",0.44,20.37,30.13,29.25,19.09,0.92,37.58,-0.51
38,"nosleep",0.22,29.83,29.91,29.13,335.15,0.87,179.01,-0.42
24,"nosleep",0.15,32,27.65,27.1,72.61,0.82,94.13,-0.31
35,"nosleep",0.11,12.79,31,30.26,0.68,0.71,1.1,-0.09
37,"nosleep",0.75,12.6,33.27,34.81,263,0.74,315.71,-0.44
31,"sleep",0.4,11.63,31.92,31.2,0,0.12,0.09,0.79
38,"nosleep",0.31,12.02,30.6,29.74,4.3,0.84,4.1,-0.29
34,"nosleep",4.87,56.51,29.58,28.71,324.19,0.92,204.4,-0.23
35,"nosleep",0.23,2.61,32.71,31.12,0.3,0.84,1.32,0.03
32,"sleep",0.12,5.41,32.66,30.84,0.04,-0.68,0.1,-0.79
24,"nosleep",0.2,25.82,27.33,26.74,12.88,0.75,21.27,-0.22
35,"nosleep",0.29,16.6,30.71,29.78,13.16,0.79,14.92,-0.36
32,"sleep",0.24,2.7,33.54,32.28,0.35,0.25,1.37,-0.73
31,"nosleep",0.05,21.77,31.25,29.75,7.16,0.95,12.19,-0.15
38,"sleep",0.33,5.41,32.11,31.57,0.05,-0.22,0.23,0.25
35,"nosleep",0.33,15.35,31.47,30.41,11.07,0.74,12.27,-0.52
43,"sleep",3.29,7.72,33.44,32.75,0,0.01,0,0.16
38,"sleep",0.2,10.71,29.69,28.33,0.23,-0.66,0.68,0.82
35,"nosleep",0.39,16.94,31.41,30.29,74.43,1.12,79.17,0.02
32,"sleep",0.25,17.57,32.95,32.05,1.46,0.37,1.33,-0.07
31,"sleep",0.36,12.16,32,30.76,0.02,-0.11,0.11,0.83
35,"nosleep",0.2,9.36,31.91,30.5,0.46,0.96,1.51,0.06
35,"nosleep",0.33,12.21,31.68,30.61,0.47,1.09,0.3,-0.14
31,"nosleep",0.28,17.66,31.17,30.13,19.43,0.9,19.61,-0.53
35,"nosleep",0.2,31.22,29.28,27.78,20.99,0.45,20.72,-0.35
37,"sleep",0.65,8.01,29.7,31.02,0.44,0.3,0.53,-0.92
31,"nosleep",2.01,22.54,31.13,30.26,23.39,0.8,28.11,-0.57
32,"sleep",0.09,11.78,34.16,33.48,0.2,0.48,0.02,-0.84
36,"sleep",0.83,4.83,31.36,32.84,1.44,0.02,0.23,-0.97
32,"sleep",0.22,12.31,33.87,33.43,11.06,0.18,18.49,-0.72
30,"sleep",0.52,9.8,31.02,29.93,0,-0.17,0,-0.66
37,"sleep",0.4,13.9,32.16,31.59,0.12,-0.61,0.26,0.81
38,"sleep",0.3,-1.16,31.56,30.34,0.02,0.01,0.96,0.28
34,"nosleep",5.1,27.8,31.44,30.59,91.54,0.97,64.95,-0.23
24,"sleep",0.05,9.02,29.97,29.46,1.69,-0.09,1.05,-0.86
37,"sleep",0.54,12.11,30.03,31.2,19.86,0.38,1.76,-0.56
24,"nosleep",0.14,23.7,28.3,27.76,105.35,0.9,141,-0.02
34,"nosleep",0.98,10.86,29.06,27.35,337.04,0.99,168.15,-0.42
30,"nosleep",0.32,0.53,31.24,30.63,32.75,0.69,57.77,-0.64
31,"nosleep",0.25,22.44,31.75,30.61,53.61,0.88,40.21,-0.31
36,"sleep",0.55,3.96,31.04,32.23,1.06,0.02,0.24,-0.36
29,"nosleep",0.21,4.05,26.34,24.11,26.09,0.96,36.78,-0.43
30,"sleep",0.51,19.88,28.57,28.19,0,0.33,0,-0.78
38,"sleep",0.4,6.9,31.56,30.85,0.19,-0.28,0.42,0.35
37,"sleep",0.69,2.94,30.06,31.73,0.24,-0.06,2.05,-0.14
39,"nosleep",0.59,43.19,31.67,31.42,800.15,0.82,487.75,-0.33
32,"nosleep",0.07,20.41,31.73,30.82,0.86,0.71,1.56,-0.59
39,"nosleep",0.63,34.07,33.7,34.58,1416.9,0.76,468.19,-0.6
38,"sleep",0.5,11.82,31.39,31.3,0.41,0.25,0.27,-1.02
37,"sleep",0.35,9.07,29.49,30.22,0.63,0.24,10.65,-0.93
38,"sleep",0.3,10.23,30.8,29.85,1.48,-0.05,3.07,-0.51
38,"nosleep",0.28,36.97,30.78,30.56,360.23,0.88,193.58,-0.41
32,"nosleep",0.04,22.92,29.93,29.68,3.79,0.22,4.38,-0.97
30,"sleep",0.32,10.96,28.75,27.37,0,0.49,0.07,0.26
31,"sleep",4.57,27.07,30.96,30.19,0.04,0.13,0.2,0.84
38,"nosleep",0.49,9.75,32.63,31.72,0.46,0.32,0.85,-0.19
37,"nosleep",0.3,14.58,28.53,30.17,16.58,0.74,25.3,-0.53
32,"nosleep",0.06,19.4,31.89,31.12,13.33,0.67,20.37,-0.66
36,"sleep",0.43,15.88,29.86,31.56,0.76,0.33,3,-0.27
39,"sleep",0.14,8.11,33.74,32.59,0.75,0.11,9.38,-0.37
39,"sleep",0.42,7.72,30.76,30.04,3.12,0.26,5.31,-0.99
30,"sleep",0.47,5.98,32.37,31.99,1.76,0,1.73,-0.59
38,"nosleep",0.49,12.84,33.06,32.28,10.47,0.7,14.48,-0.58
37,"sleep",0.42,1.21,30.66,31.2,0.22,0.35,2.37,-0.87
39,"sleep",0.14,3.19,33.96,33.47,3.01,-0.3,5.91,0.08
30,"sleep",0.55,5.02,32.74,32.74,1.71,-0.05,2.41,-0.64
37,"nosleep",0.3,15.2,29.44,31.12,48.55,0.23,100.21,-0.98
39,"nosleep",0.42,33.69,32.57,32.27,577.55,0.87,369.93,-0.41
31,"nosleep",0.26,18.34,29.88,29.08,26.32,0.9,44.74,-0.25
31,"nosleep",0.6,22.78,31.91,30.22,16.59,0.92,31.67,-0.29
31,"nosleep",0.28,13.08,30.92,30.26,19.44,0.84,54.4,-0.62
37,"sleep",0.3,2.65,33.23,32.6,0.16,-0.03,1.02,0.09
37,"sleep",0.33,1.59,32.5,32.06,0.07,0,0.36,-0.05
31,"nosleep",0.38,17.66,30.48,29.35,35.06,0.93,55.54,-0.28
34,"nosleep",0.26,6.13,31.78,30.72,93.9,1.09,59.48,-0.17
39,"nosleep",1.26,21.28,30.52,30.01,1958.9,0.96,732.23,-0.1
24,"sleep",0.11,10.86,31.42,30.55,1.87,0,3.9,-0.87
32,"sleep",0.53,12.07,31.63,31.06,5.13,-0.16,11.23,0.32
36,"sleep",0.7,5.02,29.5,30.94,0.09,-0.05,1.73,-1
37,"sleep",0.29,9.17,32.43,31.35,0.31,0.09,0.27,-0.58
31,"nosleep",0.99,20.56,33.15,32.44,6.11,0.95,14.21,-0.15
32,"sleep",0.06,16.94,30.48,29.48,2.12,0.02,2.63,-1.02
38,"nosleep",0.89,39.57,28.93,29.53,1531.3,0.93,683.65,-0.3
37,"nosleep",0.69,9.6,32.36,33.86,26.32,0.94,35.56,-0.38
39,"nosleep",0.91,20.7,31.35,31.24,147.12,-0.14,182.14,-0.35
38,"sleep",0.44,3.81,33.18,32.08,0.05,-0.08,0.25,-0.32
39,"nosleep",0.36,16.46,32.75,31.94,136.15,0.97,80.71,-0.07
38,"sleep",0.21,3.19,32.75,31.72,1.11,0.04,1.8,-0.51
39,"nosleep",0.21,30.89,30.89,30.29,40.08,0.96,35.67,-0.14
38,"sleep",0.25,7,31.08,30.2,0.36,-0.04,0.91,-0.45
39,"sleep",0.47,12.89,32.35,32.35,3.32,0.09,3.74,-0.08
30,"nosleep",0.22,64.28,25.66,23.5,818.21,1.04,590.18,-0.21
32,"sleep",0.26,22.1,31.67,30.57,1.57,0.01,1.69,-0.23
38,"sleep",0.13,8.59,30.88,29.44,0.27,-0.01,0.56,-0.36
39,"nosleep",0.29,8.25,31.68,30.67,4.9,0.96,7.73,-0.12
39,"sleep",0.17,1.83,34.43,33.7,1.09,-0.13,2.5,-0.14
39,"nosleep",0.7,40.92,32.52,32.29,577.06,0.91,443.74,-0.3
39,"sleep",0.47,12.79,32.21,32.29,3.26,0.1,7.95,-0.06
37,"sleep",0.4,7.63,30.47,31.64,1.17,0.1,3.32,-0.81
32,"sleep",0.22,13.27,32.51,31.68,0.07,-0.04,0,-0.94
39,"sleep",0.15,-2.12,34.69,33.53,3.96,-0.28,5.93,0.59
39,"sleep",0.23,4.39,34.05,33.72,2.3,-0.26,6.89,0.13
37,"sleep",0.23,9.99,32.72,31.63,2.81,-0.35,5.59,0.06
30,"nosleep",0.3,11.68,29.94,29.05,7.76,0.57,27.81,-0.8
39,"nosleep",0.49,4.92,34.01,33.78,340.88,0.97,230.44,-0.15
35,"nosleep",0.29,7,32.56,31.14,15.8,0.94,17.24,-0.17
36,"nosleep",1,18.1,30.44,31.89,325.21,0.9,176.16,-0.36
24,"sleep",0.09,4.63,31.52,29.15,0.92,0.05,0.47,-0.86
35,"nosleep",0.32,15.83,31.92,30.53,11.49,0.76,18.82,-0.15
39,"sleep",0.14,2.12,35,34.6,2.34,-0.25,2.84,0.23
38,"sleep",0.25,4.2,32.06,30.93,0.3,0.38,0.42,-0.73
37,"nosleep",0.3,13.47,29.42,31.03,80.7,0.82,61.41,-0.36
34,"nosleep",0.55,23.55,31.5,29.98,6.31,0.73,5,-0.55
38,"sleep",0.4,1.01,31.81,30.31,8.39,-0.22,10.45,0.32
38,"sleep",0.26,2.61,32.34,31.46,7.64,-0.21,9.99,-0.1
39,"sleep",0.37,6.8,33.28,33.17,2.81,0.21,7.94,0.51
39,"nosleep",0.59,59.99,27.29,26.37,526.05,0.81,376.29,-0.6
39,"nosleep",0.66,63.37,26.63,26.93,827.08,0.87,495.32,-0.45
35,"nosleep",0.34,20.41,30.09,27.92,302.63,1.1,132.18,-0.23
38,"sleep",0.33,0.43,30.91,29.42,0.14,-0.34,0.82,0.78
24,"sleep",0.2,10.47,31.37,30.62,1.04,-0.05,0.15,-0.56
37,"nosleep",0.48,15.25,29.19,30.24,100.56,0.58,87.97,-0.55
38,"sleep",0.24,3.67,31.31,29.87,2.32,0.36,0.97,-0.74
39,"nosleep",0.79,21.48,29.22,28.37,122.36,0.93,131.63,0
36,"sleep",0.39,4.05,29.77,31.44,0.81,-0.14,0.25,-0.67
37,"nosleep",0.22,8.93,31.97,30.43,0.13,0.45,1.01,-0.45
38,"sleep",0.3,8.88,32.33,31.76,0.17,-0.11,0.83,-0.86
39,"sleep",0.09,6.37,33.74,32.93,4.57,0.12,4.51,-1
34,"nosleep",0.33,14.72,31.2,30.11,35.48,0.97,41.94,-0.21
39,"nosleep",0.79,23.94,31.6,31.37,87.85,0.91,80.53,0.11
24,"sleep",0.08,12.6,29.69,28.83,6.57,-0.7,5.77,0.55
35,"nosleep",1.36,33.73,28.87,26.7,112.93,0.73,103.93,-0.39
37,"nosleep",0.44,12.26,30.39,31.71,31.84,0.94,41.48,-0.22
39,"nosleep",1.5,7.77,31.4,30.69,403.24,0.96,222.67,-0.19
37,"nosleep",0.41,14.29,27.66,28.72,39.7,0.38,49.24,-0.71
34,"nosleep",0.2,4.78,31.15,29.98,104.45,0.81,68.78,-0.2
24,"sleep",0.13,2.85,33.45,32.8,0.84,0.04,0.09,-0.17
24,"sleep",0.12,15.11,31.4,30.9,0.45,-0.06,1.92,-1
38,"nosleep",0.35,5.41,32.5,31.28,3.57,0.85,3.6,-0.13
31,"nosleep",0.12,14.82,31.81,30.6,79.32,0.73,109.63,-0.59
37,"nosleep",0.46,13.85,30.11,31.56,117.82,0.94,103.78,-0.17
32,"nosleep",0.06,20.41,31.81,30.97,5.04,0.48,10.12,-0.53
37,"nosleep",0.56,14.24,30.38,31.73,23.03,0.42,38.19,-0.9
31,"nosleep",0.4,26.5,29.55,28.43,143.61,0.75,176.57,-0.31
29,"sleep",0.59,1.74,29.65,28.07,0.92,0.1,1.63,-0.71
37,"sleep",0.75,7,31.23,31.77,0.09,0.12,0.89,-0.62
34,"nosleep",0.1,26.01,25.94,23.77,227.59,0.88,199.48,-0.27
34,"nosleep",0.21,14.77,31.59,30.59,29.32,0.98,25.59,-0.4
37,"sleep",0.48,6.8,31.56,32.65,0.44,0.29,0.84,-0.97
34,"nosleep",0.5,18.29,32.84,31.86,27.66,1.01,29.68,-0.15
36,"sleep",0.55,5.41,31.81,31.99,0.84,0.13,0.4,-0.47
38,"nosleep",0.33,16.02,29.77,28.77,156.52,0.76,80.69,-0.38
38,"sleep",1.14,5.26,32.84,31.96,0.46,0.53,0.46,-0.4
37,"nosleep",0.43,12.5,30.91,32.19,42.56,0.85,47.45,-0.37
32,"sleep",0.29,20.08,32.94,32.22,0.77,-0.6,3.36,-0.73
39,"sleep",0.16,8.98,33.75,33.15,3.71,0.09,3.86,-0.51
39,"sleep",0.19,2.8,34.29,33.59,5.28,0.03,5.1,-0.78
