"age","tv","sensor1","sensor2","sensor3","sensor5","sensor6","sensor7","sensor8","sensor9"
35,"wtv",0.28,3.19,31.41,29.83,1.19,0.44,0.21,0.24
35,"ntv",0.19,19.35,29.63,27.74,148.97,0.74,99.4,-0.24
35,"wtv",0.28,14.62,29.86,27.81,17.46,1.1,22.25,-0.22
25,"wtv",0.86,11.39,31.8,30.52,0,0.41,0,-0.59
35,"wtv",0.28,12.07,30.81,29.5,0.03,1.1,0.98,-0.08
34,"wtv",0.27,19.4,30.24,29.19,6.97,1.03,5.51,-0.4
32,"ntv",0.07,21.96,30.6,29.89,2.8,0.39,1.85,0.59
31,"ntv",4.61,7.82,33.18,32.87,0.35,0.07,2.01,0.63
24,"wtv",0.07,11.2,31.89,31.25,5.34,0.51,6.73,-0.75
32,"ntv",18.19,56.42,31.73,31.77,192.96,0.26,231.86,-0.74
31,"wtv",0.23,23.94,31.38,30.2,21.77,0.82,25.65,-0.38
31,"ntv",0.25,22.83,31.73,30.55,33.98,0.86,31.03,-0.31
34,"wtv",0.44,15.73,31.58,30.28,5.23,0.74,5.54,-0.48
37,"ntv",0.25,17.04,30.91,29.82,249.53,0.83,150.88,-0.3
35,"wtv",0.2,27.46,28.77,27.1,155.16,0.96,116.67,-0.27
37,"wtv",0.29,11.87,31.46,30.6,0.82,0.69,1.57,-0.42
38,"ntv",0.25,8.49,32.89,32.73,0.41,-0.21,0.35,-0.2
39,"ntv",0.28,10.14,32.85,32.57,3.31,0.16,7.64,-0.17
38,"ntv",0.21,4.54,31.26,30,0.21,-0.08,0.63,-0.42
34,"wtv",0.47,13.9,30.75,29.35,0.38,1,0.08,-0.14
35,"wtv",0.43,7.53,32.21,31.4,0,0.56,0.1,0.13
37,"ntv",0.59,10.52,29.93,31.22,1.96,0.32,3.15,-0.51
38,"ntv",0.2,14,32.06,31.04,0.24,0,1.41,-0.46
34,"ntv",1.78,9.12,31.46,30.16,76.96,0.98,62.07,-0.44
35,"wtv",0.28,9.6,30.64,29.12,5.97,1.11,3.46,-0.12
31,"ntv",0.13,26.64,31.61,30.3,61.26,0.81,67.15,-0.5
31,"ntv",0.28,19.45,30.77,29.74,48.76,0.8,82.28,-0.63
39,"ntv",0.26,8.2,32.75,31.31,73.44,0.95,48.61,-0.14
34,"ntv",0.67,20.8,32.81,31.97,14.31,0.97,20.51,-0.4
38,"wtv",0.3,10.76,30.63,29.63,3.44,0.79,3.63,-0.4
35,"wtv",0.43,7.67,32.23,31.44,0,0.56,0.08,0.13
37,"wtv",0.24,14.38,31.39,29.91,1.38,0.53,1.12,-0.54
37,"ntv",0.48,3.28,29.24,29.86,5.32,-0.08,2.26,-1.04
37,"ntv",0.53,19.64,29.03,30.35,1.53,0.03,0.16,-0.91
34,"wtv",0.65,10.18,32.21,31.16,57.31,1.05,41.35,-0.23
35,"ntv",0.39,16.84,31.63,30.85,47.22,0.82,51.98,-0.59
37,"ntv",0.43,9.99,29.7,30.67,3.63,-0.4,6.68,0.05
37,"ntv",0.57,5.94,30.57,31.93,0.04,-0.06,0.38,-0.53
37,"wtv",0.39,13.13,30.99,32.5,12.71,-0.81,20.49,0.43
34,"wtv",0.2,1.06,31.83,30.54,38.2,1.06,34.21,-0.23
39,"ntv",0.19,4.15,33.4,32.42,4.42,-0.23,5.18,0.96
39,"ntv",1.43,38.61,29.75,29.24,474.67,0.73,320.77,-0.3
38,"wtv",0.43,14.24,32.03,31.54,1.33,-1.03,4.95,-0.07
32,"ntv",0.06,14.96,32.8,31.94,0.02,-0.14,0,-0.05
37,"wtv",0.25,12.16,31.71,30.36,0.74,0.75,0.78,-0.22
34,"ntv",0.26,14.24,30.09,28.57,20.08,0.79,17.47,-0.65
34,"wtv",0.64,5.45,32.18,31.29,13.15,0.78,17.73,-0.26
37,"wtv",0.36,13.22,28.64,30.11,11.32,0.7,52.05,-0.64
30,"ntv",0.29,14.96,29.82,28.98,26.08,0.44,38.77,-0.78
35,"ntv",0.42,19.11,31.81,30.91,95.33,0.93,61.84,-0.29
31,"wtv",0.27,13.47,31.34,29.71,0.43,0.46,0.8,-0.63
38,"ntv",0.38,-0.29,33.54,32.56,0.78,-0.02,0.76,-0.34
32,"ntv",0.12,19.59,31.36,30.29,3.93,0.51,3.42,-0.29
39,"ntv",0.17,1.88,34.71,34.39,2.65,-0.23,2.01,-0.01
32,"ntv",0.06,13.8,33.39,33.08,0.07,-0.35,0,0.85
35,"wtv",0.28,14.53,29.87,27.87,28.98,1.05,23.68,-0.15
37,"wtv",0.24,14.58,31.44,30,3.45,0.53,4.8,-0.52
31,"ntv",0.1,32.82,31.13,30.33,160.95,0.72,165.36,-0.56
37,"wtv",0.39,9.41,30.62,31.8,8.19,0.79,14.13,-0.04
34,"wtv",0.4,18.29,31.56,30.85,27.23,0.5,26.29,-0.69
32,"ntv",0.04,23.21,31.08,30.24,12.62,0.47,30.63,-0.57
35,"wtv",0.28,12.4,29.96,27.81,5.03,1.14,6.63,-0.05
37,"wtv",0.28,12.31,30.37,29.18,0.06,0.34,0.09,-0.36
36,"ntv",0.46,15.3,30.89,32.19,0.42,0.15,0.79,-0.49
43,"ntv",0.55,10.42,31.42,30.47,0,-0.06,0,0.09
34,"wtv",0.39,8.74,31.37,30.04,8.05,0.81,8.58,-0.24
31,"wtv",0.47,13.51,31.43,30.28,7.69,0.59,9.96,-0.43
39,"ntv",0.2,2.56,34.31,33.99,4.92,-0.41,8.33,0.33
38,"ntv",0.3,11.34,32.11,31.39,1.27,-0.52,4.23,0.69
34,"wtv",0.19,24.66,29.28,27.79,12.48,1.14,14.87,-0.11
37,"ntv",0.33,3.43,32.16,31.44,0.17,-0.22,0.54,0.15
35,"wtv",0.54,16.65,31.46,30.43,2.57,0.81,5.26,-0.62
35,"wtv",0.42,10.86,31.82,30.57,48.96,1.08,50.31,-0.22
35,"wtv",0.28,19.64,28.69,26.9,19.89,1.12,20.94,-0.2
37,"wtv",0.14,15.73,28.9,29.86,51.81,0.4,41.15,-0.51
31,"wtv",0.34,27.51,32.09,31.2,148.56,0.73,203.5,-0.45
31,"wtv",0.28,32.48,32.61,31.74,0.09,-0.69,0.27,0.58
39,"ntv",0.14,3.19,34.01,34.08,2.56,-0.24,6.95,-0.16
39,"ntv",0.58,57.48,30.63,31.79,494.37,0.82,237.16,-0.53
34,"wtv",0.21,13.22,32.06,30.97,12.96,0.81,20.12,-0.49
37,"ntv",0.38,19.69,29,30.27,1.66,0.13,1.22,-0.73
32,"ntv",0.07,22.44,32.01,30.58,0.02,0.37,0.02,-0.04
35,"wtv",0.42,15.35,31.66,30.35,10.83,0.36,11.67,0.23
36,"wtv",0.71,11.58,29.6,31.18,11.06,0.85,15.51,-0.51
39,"ntv",0.5,5.98,33.24,32.83,3.81,0.34,6.28,0.03
32,"ntv",0.06,6.13,33.65,32.82,0.02,-0.07,0,-0.52
32,"ntv",0.25,6.71,33.19,32.53,4.06,0.18,6.1,-0.16
38,"ntv",0.27,-3.43,33.4,32.6,0.38,-0.22,0.18,0.73
32,"wtv",0.09,7.19,32.65,31.71,11.52,0.58,13.23,-0.31
34,"ntv",1.17,12.98,31.83,30.97,34.74,-0.13,35.6,0.7
37,"wtv",0.22,12.98,30.53,29.15,0.14,0.92,0.34,0.06
32,"ntv",0.27,-2.22,32.92,31.78,2.67,-0.01,4.1,-0.83
36,"ntv",0.5,14.86,30.59,31.97,84.69,0.89,81.3,-0.28
35,"wtv",0.28,9.27,30.85,29.57,1.14,0.93,0.57,0.07
38,"ntv",0,0,0,-273.15,12.46,0.38,14.31,-0.64
39,"ntv",0.16,1.21,35.02,34.73,1.73,-0.32,9.15,0.2
38,"wtv",0.55,14.09,32.92,32.11,7.51,0.73,10.65,-0.39
38,"ntv",0.32,-0.14,33.67,33.04,0.12,-0.12,0.84,0.35
34,"ntv",1.02,2.22,32.06,31.91,98.48,1.12,39.8,-0.12
34,"wtv",0.38,10.62,32.02,30.84,40.2,1.06,36.71,-0.07
30,"ntv",0.26,5.65,30.76,28.85,0,0,0,-0.64
30,"wtv",0.28,21.62,30.36,29.2,36.54,0.64,37.39,-0.56
37,"wtv",0.44,8.64,30.94,31.93,14.3,0.36,7.8,-0.84
34,"wtv",0.29,19.26,30.44,29.32,0.03,0.62,0.47,-0.68
38,"wtv",0.35,7.91,32.29,31.63,7.7,0.04,11.18,0.2
32,"ntv",0.21,12.26,32.12,31.82,1.07,-0.01,0.9,0.98
35,"ntv",0.32,2.61,32.59,31.52,0.02,0.1,0,-1.05
39,"ntv",0.35,17.47,30.63,30.08,5.57,0.36,5.41,-0.44
37,"wtv",0.28,11.2,30.47,29.15,0.06,0.33,0.06,-0.42
35,"wtv",0.27,12.16,30.54,29.19,6.62,1.09,6.82,-0.07
37,"wtv",0.23,12.84,30.55,29.15,0.06,0.92,0.42,0.06
37,"ntv",0.39,2.99,30.89,32.34,1.19,-0.15,1.25,-0.99
38,"ntv",0.39,16.07,29.95,29.96,0.4,-0.26,0.33,0.25
37,"wtv",0.25,11.2,30.65,29.51,0.26,0.78,0.37,-0.02
32,"ntv",0.28,6.76,33.12,32.15,4.21,-0.19,5.71,-0.63
37,"wtv",0.34,9.02,30.21,31.51,15.97,0.22,29.6,-0.68
34,"wtv",0.21,13.95,31.63,30.56,27.07,1.04,23.53,-0.31
38,"ntv",0.26,6.52,32.94,31.59,2.51,-0.6,3.62,0.78
31,"wtv",0.86,16.89,31.81,30.22,4.47,0.61,8.29,-0.27
24,"wtv",0.18,3.47,33.31,32.84,2.4,0.58,5.46,-0.45
37,"wtv",0.21,12.89,30.48,29.15,2.18,0.92,2.96,0.06
31,"wtv",0.33,29.78,32.14,31.26,442.9,0.83,441.11,-0.37
34,"ntv",0.52,34.31,31.21,29.93,96.69,1.04,70.46,-0.21
38,"wtv",0.25,11.97,30.86,29.51,1.79,0.72,1.88,0.47
38,"wtv",0.66,12.74,32.18,31.41,5.14,0.87,2.53,-0.05
39,"ntv",0.39,43.48,31.19,32.68,919.78,0.84,450.89,-0.49
38,"wtv",0.26,2.8,32.19,30.25,0.09,0.53,0.42,0.6
35,"wtv",0.43,9.7,30.91,29.23,6.19,0.93,5.8,-0.44
36,"ntv",0.43,17.57,27.35,28.26,0.71,-0.05,0.59,-0.96
24,"wtv",0.06,5.69,31.48,30.6,1.96,0.58,2.51,-0.7
34,"wtv",0.22,10.62,31.73,30.56,1.85,0.76,3.13,-0.24
37,"wtv",0.24,11.15,31.94,30.51,0.53,0.93,0.77,-0.16
35,"wtv",0.3,9.17,30.96,29.46,14.02,1.04,9.49,-0.37
30,"ntv",0.33,7.96,30.63,29.13,0,-0.05,0.19,-0.85
43,"ntv",5.68,9.56,33.63,33.17,0.02,-0.11,0.02,0.18
39,"ntv",0.13,1.98,34.6,34.06,1.04,-0.13,5.65,-0.65
31,"ntv",0.13,15.35,31.57,30.31,10.5,0.41,15.31,-0.39
34,"wtv",0.51,9.17,31.46,30.24,6.15,0.97,4.68,-0.27
30,"ntv",0.33,14.86,30.86,29.52,0.62,0.85,0.95,-0.48
30,"wtv",0.17,25.1,28.7,27.82,12.07,-0.74,15.27,-0.22
31,"wtv",0.74,16.02,32.83,31.27,6.6,0.81,11.03,-0.55
34,"wtv",1.3,10.18,32.32,31.74,81.42,0.96,71.62,-0.4
34,"wtv",0.21,12.93,30.34,29.08,20.54,0.67,20.46,0
37,"wtv",0.26,8.93,32.08,30.71,1.09,0.53,1.41,-0.86
34,"wtv",0.2,11.97,31.87,30.74,4.06,0.46,10.88,-0.79
32,"ntv",0.34,17.81,32.31,31.6,1.68,-0.07,4.47,-1.01
34,"ntv",0.23,10.57,31.53,30.23,70.72,0.88,37.36,-0.23
35,"ntv",0.25,10.28,31.98,30.65,67.48,0.9,66.67,-0.24
39,"ntv",0.24,1.54,33.58,32.83,2.77,0.54,6.21,-0.82
31,"wtv",0.24,17.47,31.92,30.87,0.13,0.65,0.41,-0.7
38,"wtv",0.26,11.97,32.73,31.78,2.77,0.83,0.57,-0.31
24,"wtv",0.13,5.79,33.16,32.63,4.38,-0.84,4.35,0.03
34,"wtv",0.2,5.36,31.8,30.61,3.52,1.05,4.26,-0.14
24,"wtv",0.18,6.37,33.5,33.06,2.04,0.54,1.84,-0.63
34,"wtv",0.22,7.82,31.8,30.67,1.57,0.58,0.96,-0.28
30,"ntv",0.36,14.67,30.56,29.88,56.55,0.78,70.07,-0.51
39,"ntv",0.17,3.67,33.43,33.11,2.88,-0.12,5.8,-0.51
38,"wtv",0.3,11,30.53,29.63,0.04,0.47,0.99,-0.82
34,"wtv",0.36,14.82,31.25,30.28,149.99,0.94,105.97,-0.3
32,"ntv",0.08,17.18,33.32,32,0.24,-0.45,0.21,-0.93
34,"wtv",0.23,27.7,28.97,28.33,1.77,-0.86,3.1,0.4
34,"wtv",0.32,11.68,31.8,30.74,18.07,1.09,18.6,-0.24
38,"wtv",0.33,11.39,32.11,31.11,0.76,0.9,0.79,-0.32
37,"wtv",0.3,14.77,28.55,30.17,13.07,0.77,53.11,-0.59
38,"wtv",0.46,14.77,31.99,31.37,8.32,0.76,8.82,-0.28
38,"wtv",0.27,6.95,32.77,31.72,0.38,0.56,4.29,-0.64
24,"wtv",0.07,7.91,32.37,31.56,15.29,0.57,15.93,-0.79
39,"ntv",0.19,2.36,34.51,33.64,5.57,0.19,5.31,-0.39
32,"ntv",0.06,21.09,31.74,30.82,5.61,0.48,8.1,-0.56
34,"wtv",0.17,7.29,31.7,30.56,0.87,1.03,0.63,-0.16
34,"wtv",0.51,6.85,31.56,30.29,5.66,0.93,5.17,-0.26
38,"ntv",0.33,5.94,30.04,28.76,4.1,-0.13,4.85,-0.49
36,"wtv",0.7,12.84,29.47,31.14,23.77,0.84,26.9,-0.51
30,"ntv",0.35,14.04,31.6,30.35,34.52,0.41,46.63,-0.69
37,"wtv",0.37,7.58,30.84,32.28,8.43,0.34,10.23,-0.57
38,"wtv",0.33,8.88,31.81,30.34,3.15,0.7,4.87,-0.18
32,"ntv",0.06,19.06,31.76,30.81,3.89,0.81,6.69,-0.54
36,"ntv",0.4,7.72,30.19,31.33,3.99,-0.1,1.4,-1
31,"wtv",0.25,22.44,32.82,31.54,0.15,0.25,0.95,-0.65
31,"wtv",0.79,14.82,32.92,31.4,2.94,0.83,7.52,-0.51
34,"wtv",0.42,20.7,31.27,30.22,31.87,-0.49,23.47,0.46
30,"wtv",0.18,17.18,29.46,28.11,6.96,0.52,10.24,-0.82
31,"ntv",0.7,17.76,31.82,31.29,0.04,0.78,0.13,-0.62
37,"ntv",0.62,18.15,30.46,32.12,49.43,0.61,100.89,-0.6
39,"ntv",0.16,8.98,33.98,33.91,4.88,-0.53,16.64,0.88
37,"ntv",0.34,16.17,29.15,30.51,200.17,0.71,350.64,-0.58
36,"wtv",0.73,15.68,29.42,30.74,29.29,0.29,53.82,-0.89
30,"wtv",0.28,16.65,30.51,29.58,3.5,0.76,16.07,-0.63
38,"wtv",0.4,10.81,32.45,31.44,5.33,0.7,7.88,-0.06
34,"wtv",0.23,15.97,30.63,28.86,30.43,0.47,27.56,-0.47
40,"ntv",0.11,10.91,32.8,32.87,5.4,0,5.08,0.66
34,"wtv",0.37,12.93,31.97,30.87,0.16,0.54,0.12,-0.64
34,"wtv",0.26,17.81,30.24,29.19,8.72,1.03,5.83,-0.38
35,"wtv",0.28,22.44,30.22,28.79,13.74,1.15,17.23,-0.1
31,"wtv",0.22,19.01,31.78,30.72,8.74,-0.3,12.16,-0.44
24,"ntv",0.19,23.02,27.65,27.24,96.01,0.78,98.82,-0.46
35,"wtv",0.3,8.69,30.96,29.5,39.18,1.05,31.41,-0.35
34,"wtv",0.24,6.9,30.41,29.06,2,0.72,0.57,-0.35
35,"wtv",0.49,10.18,31.71,30.95,139.65,0.88,82.95,-0.33
31,"wtv",0.74,16.94,32.8,31.23,16.27,0.8,19.47,-0.55
30,"ntv",0.33,16.7,30.17,29.17,0,-0.12,0,0.89
36,"ntv",0.48,13.75,30.57,31.84,0.89,0.13,0.3,-0.84
30,"wtv",0.18,18.82,29.46,28.17,1.58,0.67,3.46,-0.64
39,"ntv",0.14,9.27,33.06,32.46,4.42,-0.21,7.83,1.01
30,"ntv",0.28,6.08,30.85,29.91,0.22,-0.06,0.41,-0.74
37,"ntv",0.3,9.41,32.68,32.43,0.13,-0.37,0.27,0.78
37,"wtv",0.39,13.85,28.8,29.95,115.49,0.97,152.38,-0.14
30,"wtv",0.18,20.27,29.59,28.52,12.12,0.89,28,-0.34
37,"ntv",0.82,20.03,30.96,32.75,2.92,0.26,0.96,-0.67
36,"ntv",0.7,2.94,32.51,33.63,0.34,-0.12,0.25,-0.92
34,"wtv",0.21,7,31.82,30.67,4.01,0.77,2.49,-0.23
30,"ntv",0.37,12.6,32.03,31.32,0.71,-0.14,0.68,-0.32
34,"wtv",1.09,7.82,32.06,31.8,28.1,-0.27,27.76,-0.17
30,"wtv",0.3,15.2,30.75,29.82,9.45,-0.96,16.37,0.03
37,"wtv",0.32,10.96,28.92,30.24,6.74,0.87,12.05,-0.5
39,"ntv",0.13,11.92,31.86,30.82,24.92,0.9,30.79,-0.3
37,"wtv",0.24,11,32.04,30.84,1.43,0.92,0.48,-0.24
25,"wtv",0.91,10.81,31.92,30.73,0.72,-0.03,0.35,-0.9
32,"ntv",0.25,9.89,32.2,31.46,0.79,-0.24,1.47,-0.71
24,"wtv",0.07,4.01,32.12,31.14,2.45,0.56,1.88,-0.7
38,"wtv",0.42,5.84,31.96,30.71,2.75,0.72,1.46,-0.16
34,"ntv",0.2,9.75,30.84,29.37,17.82,0.93,8.58,-0.3
35,"wtv",0.29,12.6,30.73,29.19,6.79,1.14,4.31,-0.08
38,"ntv",0.28,3.14,32.56,31.89,18.8,-0.16,30.42,-0.27
31,"ntv",0.73,20.99,30.6,29.22,6.69,0.94,13.74,-0.27
34,"wtv",0.2,25.24,29.08,28.41,5.59,-0.87,5.51,0.41
31,"wtv",0.46,15.73,31.34,30.26,8.55,0.62,5.27,-0.43
38,"wtv",0.33,9.36,31.77,30.4,0.19,0.84,0.43,-0.12
36,"ntv",0.8,15.59,29.57,30.83,66.41,0.66,76.77,-0.46
32,"ntv",0.15,13.9,30.88,30.06,1.98,-0.07,2.79,-0.19
31,"ntv",0.99,19.45,32.89,32.1,13.85,0.86,32.52,-0.45
39,"ntv",0.52,20.61,32.97,32.18,182.39,0.73,242.85,-0.13
39,"ntv",0.35,18.92,28.89,28.21,117.96,0.93,96.22,-0.08
37,"ntv",0.23,8.45,32.24,31.09,0.32,-0.17,0.6,-0.12
34,"wtv",0.2,13.9,31.13,30.26,74.9,0.63,91.99,0.02
37,"ntv",0.45,3.04,29.52,29.73,0.52,0.01,0.56,-0.6
39,"ntv",0.36,29.58,31.09,30.89,162.67,0.9,156.67,-0.06
39,"ntv",0.27,0.39,34.22,33.93,3.68,-0.16,2.85,0.36
38,"wtv",0.26,18.44,30.37,29.36,70.75,0.61,81.1,0.32
31,"ntv",0.1,22.06,31,29.96,0.57,-0.17,2.11,0.55
38,"wtv",0.41,15.44,32.29,31.39,0.05,0.75,0.38,0
37,"wtv",0.38,13.32,29.03,30.82,0.71,-1.06,0.9,0.3
30,"ntv",0.66,5.79,30.93,30.07,10.1,-0.03,12.08,-0.8
24,"ntv",0.16,23.36,27.01,26.43,12.19,0.56,16.36,-0.69
31,"wtv",0.27,16.55,31.31,29.73,5.09,0.49,8.9,-0.61
30,"wtv",0.28,16.6,30.16,29.09,10.68,-0.11,17.09,-0.44
32,"ntv",0.21,3.81,33.38,32.51,0.16,0.23,0.07,-0.96
38,"wtv",0.27,6.85,32.41,31.63,1.95,0.58,2.89,-0.4
38,"wtv",0.26,10.71,32.68,31.7,7.29,0.9,4.69,-0.11
36,"wtv",0.82,9.65,29.85,31.29,7.96,0.79,10.34,-0.46
38,"ntv",0.28,4.15,32.78,32.3,4.07,-0.09,3.35,-0.17
34,"wtv",0.35,11,31.15,29.96,45.14,1.05,43.2,-0.19
30,"ntv",0.83,13.51,29.9,28.85,0,-0.16,0,-0.21
39,"ntv",0.18,2.17,34.34,33.28,2.48,-0.03,3.19,-0.68
32,"ntv",0.1,19.69,30.34,29.09,2.32,0,4.16,-0.89
39,"ntv",0.1,4.01,34.27,33.47,4.69,0.12,6.85,-0.91
38,"wtv",0.26,8.01,32.78,31.76,3.15,-0.93,6.06,-0.28
36,"wtv",0.7,12.84,29.47,31.14,23.77,0.84,26.9,-0.51
32,"ntv",0.25,5.12,33.42,32.54,0.82,-0.13,1.41,-0.29
35,"wtv",0.28,12.79,30.53,29.08,4.23,1.09,2.77,-0.13
31,"wtv",0.23,23.7,31.61,30.53,2.72,-0.95,3.89,-0.19
34,"wtv",0.26,17.76,30.29,29.19,3.56,0.69,3.15,-0.46
37,"wtv",0.22,8.78,32.01,30.42,0.3,0.46,1.44,-0.44
35,"ntv",0.42,0.92,31.68,30.46,1.06,0.83,5.32,-0.18
35,"wtv",0.28,11.63,30.8,29.3,0,1.1,0.35,-0.08
34,"wtv",0.43,10.18,30.61,29.12,8.12,0.72,7.36,-0.1
37,"ntv",0.73,12.26,30.46,31.34,18.26,0.38,2.53,-0.89
30,"wtv",0.18,18.68,29.5,28.24,19.09,0.55,33.65,-0.76
31,"ntv",1.25,17.37,33.29,32.53,0.25,-0.28,0.09,-0.1
39,"ntv",0.59,90.97,28.28,29.45,1608.8,0.79,555.71,-0.6
39,"ntv",0.15,2.08,34.53,34.27,10.42,-0.21,14.02,0.23
34,"wtv",0.28,14.96,31.27,30.28,60.3,0.91,49.88,-0.32
46,"ntv",1.12,35.13,30.54,28.42,48.79,1.04,57.9,0.32
35,"wtv",0.51,9.89,31.63,30.57,1.35,0.96,2.44,-0.46
43,"ntv",8.79,6.42,34.33,33.99,0,0.2,0,0.19
39,"ntv",0.5,1.5,33.69,33.09,838.67,0.8,415.16,-0.52
43,"wtv",6.02,20.95,32.29,31.3,0,0.5,0,0.57
24,"wtv",0.07,10.42,31.92,31.19,6.32,0.64,5.7,-0.56
24,"wtv",0.16,5.79,33.1,32.65,0.93,0.76,0.3,-0.36
31,"wtv",0.58,17.37,31.39,30.99,1.75,0.84,1.95,-0.71
35,"wtv",0.17,29.58,29.18,27.6,38.12,0.48,41.51,-0.75
36,"wtv",0.69,10.76,29.93,31.53,23.23,0.34,36.93,-0.91
37,"wtv",0.25,13.56,31.81,30.73,4.64,0.15,4.64,-0.1
24,"wtv",0.04,7.82,32.46,31.49,14.02,0.26,21.71,-0.82
35,"ntv",0.62,13.32,31.39,30.16,18.07,0.9,10.21,-0.46
39,"ntv",0.91,39.53,32.79,33.25,695.07,0.78,389.28,-0.5
36,"ntv",0.55,9.94,28.79,29.97,0.63,0.04,0.4,-0.54
35,"wtv",0.35,21.67,30.75,29.12,11.68,0.88,18.3,-0.54
35,"ntv",0.8,20.03,30.53,29.37,221.05,1.09,141.04,-0.2
38,"wtv",0.43,11.73,32.06,31.48,7.73,-0.04,9.77,-0.76
37,"ntv",0.73,11.2,31.26,32.49,1.01,0.04,2.28,-1
35,"wtv",0.41,23.55,30.75,29.48,16.25,0.89,16,-0.41
37,"wtv",0.38,6.37,31.26,32.49,2.74,0.62,7.39,-0.51
30,"wtv",0.29,16.55,30.44,29.43,1.81,-0.2,2.38,-0.9
34,"ntv",0.08,13.32,30.01,28.9,30.53,0.84,22.2,-0.47
30,"wtv",0.3,8.45,30.86,29.75,19.99,0.75,27.15,-0.61
34,"wtv",0.57,9.07,32.02,31,15.32,0.96,17.21,-0.43
38,"wtv",0.34,13.47,31.36,30.14,28.11,0.81,23.92,0.05
30,"wtv",0.18,18.92,29.52,28.35,26.59,0.51,35.55,-0.79
34,"wtv",0.52,21.14,31.08,30.02,5.09,0.59,4.57,-0.64
34,"wtv",0.24,9.46,31.97,30.82,30.85,1.04,34.7,-0.25
35,"ntv",0.32,2.46,33.14,32.06,0,0.75,0,-0.59
34,"wtv",0.2,24.56,28.93,28.23,0.78,0.81,0.55,-0.49
38,"wtv",0.27,7.82,32.4,31.59,0.18,0.62,0.47,-0.44
34,"ntv",0.38,22.63,31.81,30.04,0.44,0.97,1,-0.44
36,"ntv",0.42,20.27,27.47,28.97,13,-0.32,15.27,0.22
38,"wtv",0.51,16.65,32.55,31.82,0.93,-0.82,1.99,0.11
38,"ntv",0.3,0.39,31.41,30.56,0.06,-0.06,0.45,-0.35
35,"ntv",0.32,19.45,30.85,30.07,19.47,0.75,24.68,-0.48
31,"ntv",1.31,23.5,32.29,31.63,17.19,0.96,22.23,-0.23
31,"wtv",0.48,14.19,31.56,30.41,51.83,0.46,69.61,-0.7
35,"wtv",0.43,19.06,31.15,29.65,10.72,1.13,6.12,0.13
34,"wtv",0.24,29.1,29.2,28.7,13.42,-0.84,16.77,0.27
30,"ntv",0.32,29.49,31.82,30.33,215.21,0.82,227.81,-0.28
35,"wtv",0.31,15.93,30.76,29.43,4.54,0.34,2.86,0.06
38,"ntv",0.54,9.65,32.61,31.93,0.17,-0.11,0.45,-0.17
39,"ntv",0.77,16.94,34.76,34.93,766.27,0.79,453.69,-0.57
37,"ntv",0.51,16.55,31.01,32.47,78.9,0.93,52.37,-0.33
36,"ntv",0.62,13.03,30.13,32.17,60.06,0.85,64.43,-0.51
25,"wtv",0.9,9.65,32.22,31.13,2.1,0.37,2.98,-0.87
35,"ntv",0.8,21.23,30.64,28.9,20.67,0.06,13.97,-0.33
31,"wtv",0.57,25.72,30.46,30.02,40.13,0.87,54.36,-0.6
30,"wtv",0.18,25.87,28.79,27.93,24.41,-0.93,41.48,0.06
31,"wtv",0.58,18.97,31.38,30.95,10.22,0.84,7.11,-0.7
37,"wtv",0.39,16.6,28.97,30.13,60.35,0.8,55.42,-0.34
36,"ntv",0.51,5.21,30.05,31.4,1.33,-0.22,2.44,-1
38,"ntv",0.25,13.22,31.71,31,0.08,0.14,0.99,-0.03
31,"wtv",0.22,20.9,31.6,30.53,0.31,0.75,0.23,-0.4
38,"wtv",0.62,23.31,31.49,31.09,50.58,0.8,45.99,-0.34
36,"ntv",0.53,14.58,31.14,32.36,5.62,0.55,3.51,-0.34
37,"ntv",0.61,11.2,28.06,28.81,1.69,-0.03,0.17,-0.91
25,"wtv",0.93,5.5,32.82,31.71,0,-0.04,0,-0.77
38,"ntv",0.2,2.9,30.65,28.83,0.12,0.11,0.55,0.18
34,"ntv",0.2,24.37,30.22,29.06,49.98,0.42,50.81,-0.31
35,"wtv",0.49,10.52,31.54,30.26,6.08,0.51,9.68,-0.09
43,"wtv",5.56,11.63,33.72,33.15,0,0.49,0,0.57
38,"wtv",0.33,6.8,31.77,30.29,9.07,0.53,9.82,-0.32
38,"wtv",0.42,11.63,32.13,31.54,3.82,0.82,1.81,-0.33
31,"wtv",0.32,17.81,32.49,31.4,0.23,0.69,0.41,-0.41
37,"ntv",0.45,5.74,31.74,30.71,0.04,-0.06,0.25,0.25
39,"ntv",0.17,1.4,34.6,34.27,4.99,-0.29,5.48,0.07
34,"ntv",0.26,10.76,30.99,29.51,3.35,0.69,5.25,-0.44
34,"wtv",0.59,12.69,31.49,30.8,4.43,1.04,8.22,-0.33
30,"ntv",0.17,12.89,30.16,29.18,13.23,0.96,25.36,-0.24
32,"ntv",0.21,20.03,32,32.14,1.2,-0.15,1.22,0.99
35,"wtv",0.43,8.74,31,29.28,6.93,0.94,5.06,-0.43
38,"wtv",0.31,6.47,31.81,30.27,0.14,0.95,0.03,0
39,"ntv",0.22,14.38,32.06,31.11,57.75,0.21,75.83,-0.56
38,"wtv",0.3,12.93,30.58,29.69,4.7,0.69,7.89,-0.2
37,"ntv",0.34,5.5,32.16,31.13,0.04,-0.17,0.29,0.21
32,"ntv",0.13,21.77,33.06,32.75,1.14,0.57,2.08,-0.28
